"A","Bilanca odhodkov","9013907176 8993487746 99,77",""
"020303","Elektronske komunikacije","11610467 24061081 207,24",""
"02030301","Gradnja odprtih širokopasovnih omrežij","11610467 24061081 207,24",""
"06","PROMET IN PROMETNA INFRASTRUKTURA","235770288 287833948 122,08",""
"0601","Promet in prometna infrastruktura","144386583 185291455 128,33",""
"060101","Železniški promet in infrastruktura","127435313 175537735 137,75",""
"06010101","Investicije in vzdrževanje JŽI","82308345 134984634 164,00",""
"06010102","Upravljanje z JŽI","45126968 40553101 89,86",""
"060102","Cestni promet in infrastruktura","5160687 3630236 70,34",""
"06010202","Razvoj avtocestnega omrežja in cestnega prometa","5160687 3630236 70,34",""
"060103","Zračni promet in letališka infrastruktura","11227589 5639296 50,23",""
"06010301","Razvoj letališč in letališke infrastrukture","7150000 2115306 29,58",""
"06010302","Zračni promet","4077589 3523990 86,42",""
"060104","Pomorski promet in pristaniška  infrastruktura","562994 484188 86,00",""
"06010402","Pomorski promet","562994 484188 86,00",""
"0602","Trajnostna mobilnost","86322304 97640302 113,11",""
"060201","Trajnostna mobilnost","86322304 97640302 113,11",""
"06020101","Upravljanje celovitega prometno-logističnega modela","86322304 97640302 113,11",""
"0603","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","5061402 4902191 96,85",""
"060301","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","5061402 4902191 96,85",""
"06030101","Urejanje sistema na področju prometa in prometne infrastrukture","5061402 4902191 96,85",""
"07","ENERGETIKA","55256484 43316512 78,39",""
"0701","Oskrba z energijo","250000 123036 49,21",""
"070101","Proizvodnja energije","250000 123036 49,21",""
"07010101","Podpora projektom na OVE in energetski infrastrukturi","250000 123036 49,21",""
"0702","Obnovljivi viri energije in energetska učinkovitost","51526484 41272602 80,10",""
"070201","Spodbujanje učinkovite rabe in obnovljivih virov energije","51526484 41272602 80,10",""
"07020101","Financiranje izvajanja programov informiranja, ozaveščanja, promocije in usposabljanja, energetskih pregledov, študij izvedljivosti in energetskega svetovanja (EN SVET)","500000 79019 15,80",""
"07020102","Spodbujanje ukrepov energetske učinkovitosti in povečanje količine toplote iz OVE","49010204 39503015 80,60",""
"07020104","Podpora podprogramu 070201","2016280 1690568 83,85",""
"0703","Rudarstvo","50000 0 0,00",""
"070301","Gospodarjenje in raziskovanje mineralnih surovin","50000 0 0,00",""
"07030102","Izvajanje globokih vrtin","50000 0 0,00",""
"0704","Urejanje sistema, podporne dejavnosti in administracija na področju energetike","3430000 1920873 56,00",""
"070401","Urejanje sistema, podporne dejavnosti in administracija na področju energetike","3430000 1920873 56,00",""
"07040102","Izvajanje javne gospodarske dejavnosti na področju geoloških raziskav","350000 350000 100,00",""
"07040103","Skrb za zanesljivo, ekonomsko upravičeno, trajno in okolju prijazno oskrbo z energijo","830000 408549 49,22",""
"07040104","Zagotavljanje zanesljivega in varnega ravnanja z radioaktivnimi odpadki","1200000 927694 77,31",""
"07040105","Arbitražni postopek za NEK","1050000 234630 22,35",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","9578447 6505761 67,92",""
"0903","Stanovanjska in komunalna politika ter urejanje prostora","6725441 3573341 53,13",""
"090301","Spodbujanje stanovanjske gradnje","3953103 1255882 31,77",""
"09030101","Reševanje stanovanjske problematike","3953103 1255882 31,77",""
"090302","Upravljanje s prostorom","2772338 2317459 83,59",""
"09030201","Alpska konvencija","30000 3383 11,28",""
"09030202","Graditev objektov","77876 18988 24,38",""
"09030203","Informiranje in ozaveščanje","39484 10811 27,38",""
"09030204","Prostorsko načrtovanje in urejanje prostora","2624978 2284277 87,02",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","2853006 2932420 102,78",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","2853006 2932420 102,78",""
"09040109","Informiranje, ozaveščanje, nevladne organizacije","9643 995 10,32",""
"09040110","Mednarodni projekti in mednarodno sodelovanje","45484 12275 26,99",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","2797879 2919149 104,33",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","170945 87999 51,48",""
"1303","Zunanja politika","170945 87999 51,48",""
"130303","Razvojno sodelovanje in humanitarna pomoč","170945 87999 51,48",""
"13030314","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","170945 87999 51,48",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","795444 523766 65,85",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","795444 523766 65,85",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","795444 523766 65,85",""
"14030107","Sistem kohezijske politike","795444 523766 65,85",""
"2431","Direkcija Republike Slovenije za ceste","155299182 146882349 94,58",""
"06","PROMET IN PROMETNA INFRASTRUKTURA","154994451 146829470 94,73",""
"0601","Promet in prometna infrastruktura","153852852 145983695 94,89",""
"060102","Cestni promet in infrastruktura","153852852 145983695 94,89",""
"06010201","Investicijsko vzdrževanje in gradnja državnih cest","70912531 59589200 84,03",""
"06010203","Upravljanje in tekoče vzdrževanje državnih cest","82940321 86394494 104,16",""
"0602","Trajnostna mobilnost","256599 121144 47,21",""
"060201","Trajnostna mobilnost","256599 121144 47,21",""
"06020101","Upravljanje celovitega prometno-logističnega modela","256599 121144 47,21",""
"0603","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","885000 724631 81,88",""
"060301","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","885000 724631 81,88",""
"06030101","Urejanje sistema na področju prometa in prometne infrastrukture","885000 724631 81,88",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","254284 3222 1,27",""
"0901","Trajnostno upravljanje z naravnimi viri","254284 3222 1,27",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","254284 3222 1,27",""
"09010102","Trajnostna raba voda in upravljanje z njimi","254284 3222 1,27",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","50447 49658 98,44",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","50447 49658 98,44",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","50447 49658 98,44",""
"14030107","Sistem kohezijske politike","50447 49658 98,44",""
"2432","Uprava Republike Slovenije za pomorstvo","6404566 3269576 51,05",""
"04","IZOBRAŽEVANJE IN ŠPORT","20000 20000 100,00",""
"0401","Formalno izobraževanje in usposabljanje","20000 20000 100,00",""
"040103","Srednje splošno in poklicno šolstvo","20000 20000 100,00",""
"04010301","Dejavnost srednjega šolstva (splošnega, strokovnega in poklicnega)","20000 20000 100,00",""
"06","PROMET IN PROMETNA INFRASTRUKTURA","6077997 3249576 53,46",""
"0601","Promet in prometna infrastruktura","6077997 3249576 53,46",""
"060104","Pomorski promet in pristaniška  infrastruktura","6077997 3249576 53,46",""
"06010401","Investicije v pristaniško infrastrukturo","3464000 947100 27,34",""
"06010402","Pomorski promet","2613997 2302476 88,08",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","306569 0 0,00",""
"0901","Trajnostno upravljanje z naravnimi viri","306569 0 0,00",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","306569 0 0,00",""
"09010102","Trajnostna raba voda in upravljanje z njimi","306569 0 0,00",""
"2433","Geodetska uprava Republike Slovenije","18119547 18652868 102,94",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","18119547 18652868 102,94",""
"0903","Stanovanjska in komunalna politika ter urejanje prostora","100000 94740 94,74",""
"090302","Upravljanje s prostorom","100000 94740 94,74",""
"09030204","Prostorsko načrtovanje in urejanje prostora","100000 94740 94,74",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","18019547 18558128 102,99",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","18019547 18558128 102,99",""
"09040105","Evidentiranje nepremičnin","12370012 13385838 108,21",""
"09040106","Geodezija, topografija in kartografija","1391133 1324449 95,21",""
"09040108","Informatizacija na področju okolja in prostora","1514990 1473077 97,23",""
"09040111","Množično vrednotenje nepremičnin","1311943 1084893 82,69",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","1431469 1289870 90,11",""
"2434","Inšpektorat Republike Slovenije za promet, energetiko in prostor","8799557 8094062 91,98",""
"06","PROMET IN PROMETNA INFRASTRUKTURA","2199100 1794683 81,61",""
"0603","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","2199100 1794683 81,61",""
"060301","Urejanje sistema, podporne dejavnosti in administracija na področju prometa","2199100 1794683 81,61",""
"06030101","Urejanje sistema na področju prometa in prometne infrastrukture","2199100 1794683 81,61",""
"07","ENERGETIKA","1802775 1246436 69,14",""
"0704","Urejanje sistema, podporne dejavnosti in administracija na področju energetike","1802775 1246436 69,14",""
"070401","Urejanje sistema, podporne dejavnosti in administracija na področju energetike","1802775 1246436 69,14",""
"07040101","Izvajanje inšpekcijskega nadzora nad spoštovanjem predpisov iz področja energetike in rudarstva","1802775 1246436 69,14",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","4797682 5052943 105,32",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","4797682 5052943 105,32",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","4797682 5052943 105,32",""
"09040112","Podporne dejavnosti ministrstva,  organov v sestavi in drugih državnih organov","4797682 5052943 105,32",""
"26","MINISTRSTVO ZA DELO, DRUŽINO IN SOCIALNE ZADEVE","1678103667 1612689561 96,10",""
"2611","Ministrstvo za delo, družino in socialne zadeve","1673801504 1608408913 96,09",""
"03","TRG DELA","448459453 424145750 94,58",""
"0301","Aktivna politika zaposlovanja","149343360 115108118 77,08",""
"030101","Svetovanje in pomoč pri iskanju zaposlitve","36542053 34001269 93,05",""
"03010101","Dejavnost svetovanja in pomoč pri iskanju zaposlitve","36542053 34001269 93,05",""
"030102","Usposabljanje in izobraževanje","20512707 12108786 59,03",""
"03010201","Dejavnosti usposabljanja in izobraževanja","20512707 12108786 59,03",""
"030103","Spodbujanje zaposlovanja in samozaposlovanja","44242403 33348128 75,38",""
"03010301","Dejavnost spodbujanje zaposlovanja in samozaposlovanja","44242403 33348128 75,38",""
"030104","Socialno vključevanje in socialno podjetništvo","39676613 28369975 71,50",""
"03010401","Dejavnosti za socialno vključevanje","39676613 28369975 71,50",""
"030105","Podpora zaposlovanju in rehabilitacija invalidov","7314870 6347971 86,78",""
"03010501","Podpora pri zaposlovanju invalidov","2169846 1505415 69,38",""
"03010502","Zaposlitvena rehabilitacija","5145024 4842556 94,12",""
"030106","Neformalno in informalno izobraževanje in usposabljanje","1054714 931988 88,36",""
"03010601","Razvoj nacionalne kvalifikacijske strukture","718788 608622 84,67",""
"03010602","Vseživljenjsko učenje","335926 323366 96,26",""
"0302","Pasivna politika zaposlovanja","297694521 308655374 103,68",""
"030201","Prejemki in pravice brezposelnih oseb","297694521 308655374 103,68",""
"03020101","Sistem socialne varnosti brezposelnih","297694521 308655374 103,68",""
"0303","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","1421572 382259 26,89",""
"030301","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","1421572 382259 26,89",""
"03030102","Podporna dejavnost za zaposlovanje in usposabljanje","799407 218591 27,34",""
"03030103","Program PROGRESS","250000 27000 10,80",""
"03030105","Zagotavljanje varnosti in zdravja pri delu","372165 136668 36,72",""
"04","IZOBRAŽEVANJE IN ŠPORT","129302326 113589258 87,85",""
"0401","Formalno izobraževanje in usposabljanje","129302326 113589258 87,85",""
"040106","Štipendije","111651542 96255654 86,21",""
"04010602","Štipendiranje","111651542 96255654 86,21",""
"040107","Pomoči šolajočim","17650784 17333603 98,20",""
"04010701","Pomoči v visokem šolstvu","17650784 17333603 98,20",""
"05","KULTURA","609982 198642 32,57",""
"0501","Kultura","609982 198642 32,57",""
"050102","Ohranjanje kulturne dediščine","609982 198642 32,57",""
"05010201","Nepremična in premična dediščina","609982 198642 32,57",""
"10","SOCIALNA VARNOST","1092128385 1067924839 97,78",""
"1001","Socialno varstvo","413369645 393564815 95,21",""
"100101","Socialne pomoči, varstveni dodatki in drugi transferi za zagotavljanje socialne varnosti","306185211 290078571 94,74",""
"10010101","Dodelitev transferjev za materialno ogrožene","208464240 188106481 90,23",""
"10010102","Podelitev transferjev vojnim invalidom, vojnim veteranom in žrtvam vojnega nasilja","68800000 73699734 107,12",""
"10010104","Dodelitev transferjev za varstvo duševno in telesno prizadetih","28920971 28272356 97,76",""
"100102","Socialno varstvene storitve","88721142 86496351 97,49",""
"10010201","Delovanje Centrov za socialno delo","46166459 46174766 100,02",""
"10010202","Delovanje Varstveno delovnih centrov","28588543 26809825 93,78",""
"10010203","Delovanje Zavodov za usposabljanje","13966140 13511760 96,75",""
"100103","Programi socialnega varstva in izenačevanje možnosti za invalide","18463292 16989893 92,02",""
"10010301","Usmerjena strokovna socialna in psihosocialna pomoč različnim ranljivim skupinam ter polno, enakopravno sodelovanje, vključevanje in izenačevanje možnosti invalidov oz njihovo socialno vključevanje","18217106 16948885 93,04",""
"10010302","Izvajanje odprte metode koordinacije (OMK) na področju socialne zaščite in socialnega vključevanja","212490 41007 19,30",""
"10010303","Izvedba programa PROGRESS za invalide","30000 0 0,00",""
"10010304","Aktivnosti v okviru Evropskega leta boja proti revščini","3696 0 0,00",""
"1002","Varstvo otrok in družine","658335224 656066726 99,66",""
"100201","Družinski prejemki in starševska nadomestila","648154342 646327671 99,72",""
"10020101","Zagotavljanje osnovne socialne varnosti v času odsotnosti iz dela zaradi otroka","366547199 367210485 100,18",""
"10020102","Zagotavljanje dodatnih sredstev otrokom za posebno nego in varstvo","14651516 14218410 97,04",""
"10020103","Zagotavljanje dodatnih sredstev za otroka od njegovega rojstva do konca njegovega šolanja (maksimalno do 26. leta starosti)","266455627 264756926 99,36",""
"10020104","Zagotavljanje dodatnih sredstev otrokom delavcev, zaposlenih v Sloveniji (iz drugih držav EU)","500000 141849 28,37",""
"100202","Programi v pomoč družini","3123000 2915409 93,35",""
"10020201","Izplačevanje nadomestil preživnin","2650000 2650000 100,00",""
"10020202","Vključevanje družin, otrok in mladostnikov v programe NVO","337500 160051 47,42",""
"10020203","Ozaveščanje ciljne populacije na področju družine, otrok in mladostnikov","40500 10358 25,57",""
"10020204","Zagotavljanje strokovnih podlag za uvajanje novih ukrepov družinske politike","95000 95000 100,00",""
"100203","Rejništvo","7057882 6823646 96,68",""
"10020302","Spodbujanje izvajanja kvalitetnega rejništva in promocije te dejavnosti","3882 2930 75,49",""
"10020303","Usposabljanja za izvajanje rejniške dejavnosti","74000 63623 85,98",""
"10020304","Zagotavljanje osnovne socialne varnosti otroku in rejniku v času trajanja rejništva","6980000 6757093 96,81",""
"1004","Dolgotrajna oskrba","4481874 3867932 86,30",""
"100401","Institucionalna dolgotrajna oskrba","3621082 1943109 53,66",""
"10040101","Izvajanje enovitega sistema dolgotrajne oskrbe","3621082 1943109 53,66",""
"100402","Dolgotrajna oskrba na domu","860792 1924823 223,61",""
"10040201","Izvajanje dolgotrajne oskrbe v neinstitucionalni obliki - pomoč na domu","860792 1924823 223,61",""
"1005","Varstvo obolelih","650000 349663 53,79",""
"100501","Bolniška nadomestila in drugi transferi obolelim","650000 349663 53,79",""
"10050101","Plačilo odškodnin po ZOPDA","650000 349663 53,79",""
"1006","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","15291642 14075703 92,05",""
"100601","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","15291642 14075703 92,05",""
"10060102","Spremljanje in izvajanje storitev in programov socialnega varstva in razvojne dejavnosti na tem področju","440921 415807 94,30",""
"10060103","Razvoj raziskovalne dejavnosti na področju programov, ki so namenjeni zdravstvenim in socialnovarstvenim storitvam za starejše","87390 87390 100,00",""
"10060104","Podpora izvajanju zakona o socialnem varstvu","339041 216501 63,86",""
"10060105","Zagotavljanje delovanja sistema izplačil po ZSDP in ZJSRS","1774173 1560855 87,98",""
"10060106","Zagotavljanje pogojev za delo ministrstva, izpolnjevanje predpisov in promocija ministrstva","7886759 7598523 96,35",""
"10060107","Zagotavljanje delovanja informacijskih sistemov","4189059 3651978 87,18",""
"10060108","Zagotavljanje pogojev za nemoteno izvajanje vojne zakonodaje","574299 544649 94,84",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","1120334 746894 66,67",""
"1202","Podpora nevladnih organizacij in civilne družbe","1120334 746894 66,67",""
"120201","Podpora nevladnih organizacij in civilne družbe","1120334 746894 66,67",""
"12020106","Zagotavljanje uresničevanja javnega interesa na področju vojne zakonodaje","1120334 746894 66,67",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2181024 1803531 82,69",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2181024 1803531 82,69",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2181024 1803531 82,69",""
"14030106","Spremljanje položaja žensk in uresničevanje njihovih pravic","65882 55700 84,54",""
"14030107","Sistem kohezijske politike","2115141 1747831 82,63",""
"2613","Inšpektorat RS za delo","4302163 4280648 99,50",""
"03","TRG DELA","4302163 4280648 99,50",""
"0303","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","4302163 4280648 99,50",""
"030301","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","4302163 4280648 99,50",""
"03030101","Lastna dejavnost IRSD","3900 1773 45,46",""
"03030104","Zagotavljanje pogojev za delo, poslovanje in realizacijo nalog v okviru pristojnosti ter pooblastil IRSD. Po ZID in ZIN ter ZP","4199620 4207693 100,19",""
"03030105","Zagotavljanje varnosti in zdravja pri delu","98643 71182 72,16",""
"27","MINISTRSTVO ZA ZDRAVJE","57156145 52652450 92,12",""
"2711","Ministrstvo za zdravje","50404677 46051751 91,36",""
"11","ZDRAVSTVENO VARSTVO","49596080 45282861 91,30",""
"1101","Zdravstveno varstvo","35757246 33839035 94,64",""
"110101","Osnovno zdravstveno varstvo","927218 810423 87,40",""
"11010101","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na primarni ravni","927218 810423 87,40",""
"110102","Specialistično ambulantno in bolnišnično zdravstveno varstvo","12930526 10670353 82,52",""
"11010201","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na specialistično ambulantni in bolnišnični ravni","12930526 10670353 82,52",""
"110104","Oskrba z zdravili in medicinskimi pripomočki","864537 814537 94,22",""
"11010401","Priprava in spremljanje učinkovitosti zdravljenja bolnikov na podlagi nacionalnih protokolov","864537 814537 94,22",""
"110105","Programi javnega zdravja in drugi programi na področju zdravstva","11401519 11168427 97,96",""
"11010501","Delovanje IVZ in zavodov za zdravstveno varstvo ter KIMPDŠ v okviru javne službe","7054058 7034719 99,73",""
"11010502","Drugi programi na področju zdravstva","1951461 1972000 101,05",""
"11010507","Varovanje in krepitev zdravja ter preprečevanja odvisnosti in zmanjševanje razlik v zdravju","1604883 1386843 86,41",""
"11010508","Zagotavljanje ekološke varnosti na področju zdravstva","791118 774866 97,95",""
"110106","Zdravstveno zavarovanje določenih kategorij prebivalstva","9633446 10375295 107,70",""
"11010602","Zagotavljanje zdravstvenega varstva nezavarovanim in socialno ogroženim","9633446 10375295 107,70",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","13838833 11443827 82,69",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","13838833 11443827 82,69",""
"11020101","Vodenje zdravstvenega sistema, načrtovanje politike in sistemska ureditev zdravstvenega varstva in zdravstvene dejavnosti","13102595 10720225 81,82",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","736238 723602 98,28",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","584355 573643 98,17",""
"1303","Zunanja politika","584355 573643 98,17",""
"130303","Razvojno sodelovanje in humanitarna pomoč","584355 573643 98,17",""
"13030315","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti.","584355 573643 98,17",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","224243 195248 87,07",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","224243 195248 87,07",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","224243 195248 87,07",""
"14030107","Sistem kohezijske politike","224243 195248 87,07",""
"2713","Zdravstveni inšpektorat RS","5171789 5025075 97,16",""
"11","ZDRAVSTVENO VARSTVO","5171789 5025075 97,16",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5171789 5025075 97,16",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5171789 5025075 97,16",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","5171789 5025075 97,16",""
"2715","Urad RS za kemikalije","1196076 1190428 99,53",""
"11","ZDRAVSTVENO VARSTVO","1196076 1190428 99,53",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1196076 1190428 99,53",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1196076 1190428 99,53",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","1196076 1190428 99,53",""
"2717","Uprava RS za varstvo pred sevanji","383603 385196 100,42",""
"11","ZDRAVSTVENO VARSTVO","383603 385196 100,42",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","383603 385196 100,42",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","383603 385196 100,42",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","383603 385196 100,42",""
"333","MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST, KULTURO IN ŠPORT","1797357562 1888746186 105,08",""
"3330","Ministrstvo za izobraževanje, znanost, kulturo in šport","1790896637 1882426930 105,11",""
"01","PODJETNIŠTVO IN KONKURENČNOST","0 780241 ---",""
"0102","Spodbujanje rasti in razvoja podjetij","0 465636 ---",""
"010203","Podpora razvoja turizma","0 465636 ---",""
"01020303","Spodbujanje investicij v turistično in drugo za turizem pomembno infrastrukturo","0 465636 ---",""
"0103","Spodbujanje konkurenčnosti na regionalni ravni","0 314605 ---",""
"010301","Razvoj regij","0 314605 ---",""
"01030103","Regionalni razvoj","0 314605 ---",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","484759429 489470033 100,97",""
"0201","Visoko šolstvo","269658402 281475889 104,38",""
"020101","Visokošolsko izobraževanje","242848839 242876795 100,01",""
"02010102","Spodbujanje kakovosti, konkurenčnosti in odzivnosti VŠ","1370109 1311586 95,73",""
"02010103","Sofinanciranje Evrosredozemske univerze","384697 384697 100,00",""
"02010104","Sofinanciranje rednega študija javnih in koncesioniranih študijskih programov ter nacionalno pomembnih nalog","241094033 241180513 100,04",""
"020102","Visokošolska infrastruktura","19921214 34388476 172,62",""
"02010201","Investicije v visoko šolstvo in študentske domove","16070575 30329655 188,73",""
"02010203","Sofinanciranje Doma podiplomcev","72100 72100 100,00",""
"02010205","Visokošolske knjižnice","3778539 3986721 105,51",""
"020103","Mobilnost in internacionalizacija visokega šolstva","6888348 4210618 61,13",""
"02010301","Izvajanje Operativnega programa razvoja človeških virov","6319971 3648332 57,73",""
"02010302","Mednarodna dejavnost in mobilnost v visokem šolstvu","568377 562286 98,93",""
"0202","Znanstveno - raziskovalna dejavnost","175944099 172689288 98,15",""
"020201","Raziskovalni programi in projekti","98926073 96256857 97,30",""
"02020103","Sofinanciranje raziskovalnih programov in projektov","98854105 96184969 97,30",""
"02020108","Raziskovalni programi in projekti v kulturi","71968 71888 99,89",""
"020202","Človeški viri v podporo znanosti, visokega šolstva in tehnološkega razvoja","31172992 30057729 96,42",""
"02020202","Znanje za razvoj","31172992 30057729 96,42",""
"020203","Raziskovalna infrastruktura","45845034 46374702 101,16",""
"02020301","Infrastrukturna podpora raziskovalni dejavnosti","42006092 41591474 99,01",""
"02020302","Investicije v raziskovalno dejavnost","3838942 4783228 124,60",""
"0203","Tehnologija in informacijska družba","35296073 31960030 90,55",""
"020301","Podpora tehnološkim razvojnim projektom","24913315 24353015 97,75",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","24913315 24353015 97,75",""
"020302","Informacijska družba","10122758 7406464 73,17",""
"02030202","Dvig kakovosti življenja in socialne vključenosti z inovativno in intenzivno uporabo IKT","994524 844749 84,94",""
"02030203","Spodbujanje raziskav in razvoja na področju IKT","2850000 315992 11,09",""
"02030204","Razvoj nacionalnega informacijskega prostora","5560000 5536170 99,57",""
"02030205","Dvig kakovosti življenja z IKT s spodbujanjem razvoja e-storitev in dostopnostjo e-vsebin še posebej na kulturnem in izobraževalnem področju ter povečanjem digitalne pismenosti prebivalstva, znanj  in zagotavljanjem e-","718234 709553 98,79",""
"","vključenosti vseh družbenih skup","",""
"020303","Elektronske komunikacije","260000 200550 77,13",""
"02030303","Usklajevanje zakonodaje z EU","250000 200550 80,22",""
"02030304","Usmerjanje prehoda na digitalno radiodifuzijo","10000 0 0,00",""
"0204","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno - raziskovalne in tehnološke politike ter informacijske družbe","3860856 3344826 86,63",""
"020401","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno-raziskovalne in tehnološke politike ter informacijske družbe","3860856 3344826 86,63",""
"02040102","Programi Organizacije Združenih narodov za izobraževanje, znanost in kulturo - UNESCO","245822 204043 83,00",""
"02040103","Dejavnosti s področja meroslovja","80712 55529 68,80",""
"02040104","Informacijska podporna dejavnost","297796 297820 100,01",""
"02040105","Urejanje sistema ter izvajanje strokovnih in administrativnih nalog","3236526 2787435 86,12",""
"03","TRG DELA","2501258 1507149 60,26",""
"0301","Aktivna politika zaposlovanja","2501258 1507149 60,26",""
"030101","Svetovanje in pomoč pri iskanju zaposlitve","2441168 1459949 59,81",""
"03010102","Dejavnost svetovanja in pomoč pri iskanju zaposlitve","2441168 1459949 59,81",""
"030102","Usposabljanje in izobraževanje","60090 47200 78,55",""
"03010202","usposabljanje in izobraževanje specifičnih poklicnih skupin na področju kulture","60090 47200 78,55",""
"04","IZOBRAŽEVANJE IN ŠPORT","1124771340 1217319364 108,23",""
"0401","Formalno izobraževanje in usposabljanje","1069077932 1162317042 108,72",""
"040101","Predšolska vzgoja","23407150 23308805 99,58",""
"04010101","Dejavnost vrtcev","23407150 23308805 99,58",""
"040102","Osnovno šolstvo","677068097 752591042 111,15",""
"04010201","Dejavnost glasbenega šolstva","42328097 45432482 107,33",""
"04010202","Dejavnost osnovnega šolstva","606469336 677917026 111,78",""
"04010203","Dejavnost zavodov za usposabljanje","28270664 29241534 103,43",""
"040103","Srednje splošno in poklicno šolstvo","293173792 314660400 107,33",""
"04010302","Dejavnost dijaških domov","11036717 12250021 110,99",""
"04010303","Dejavnost srednjega šolstva (splošnega, strokovnega in poklicnega)","282137075 302410379 107,19",""
"040104","Višješolsko izobraževanje","14844703 17965605 121,02",""
"04010402","Dejavnost višjega šolstva","14844703 17965605 121,02",""
