"","A Bilanca odhodkov","9652121502",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1089461",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1089461",""
"140103","Dejavnosti upravnih enot","1089461",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1089461",""
"6223","Upravna enota Litija","825901",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","825901",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","825901",""
"140103","Dejavnosti upravnih enot","825901",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","825901",""
"6224","Upravna enota Ljubljana","10223571",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","10223571",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","10223571",""
"140103","Dejavnosti upravnih enot","10223571",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","10223571",""
"6225","Upravna enota Ljutomer","816164",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","816164",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","816164",""
"140103","Dejavnosti upravnih enot","816164",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","816164",""
"6226","Upravna enota Logatec","728652",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","728652",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","728652",""
"140103","Dejavnosti upravnih enot","728652",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","728652",""
"6227","Upravna enota Maribor","4556510",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","4556510",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","4556510",""
"140103","Dejavnosti upravnih enot","4556510",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","4556510",""
"6228","Upravna enota Metlika","633887",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","633887",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","633887",""
"140103","Dejavnosti upravnih enot","633887",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","633887",""
"6229","Upravna enota Mozirje","849096",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","849096",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","849096",""
"140103","Dejavnosti upravnih enot","849096",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","849096",""
"6230","Upravna enota Murska Sobota","2435298",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2435298",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2435298",""
"140103","Dejavnosti upravnih enot","2435298",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2435298",""
"6231","Upravna enota Nova Gorica","2389138",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2389138",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2389138",""
"140103","Dejavnosti upravnih enot","2389138",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2389138",""
"6232","Upravna enota Novo mesto","2378576",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2378576",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2378576",""
"140103","Dejavnosti upravnih enot","2378576",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2378576",""
"6233","Upravna enota Ormož","827578",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","827578",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","827578",""
"140103","Dejavnosti upravnih enot","827578",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","827578",""
"6234","Upravna enota Pesnica","874564",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","874564",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","874564",""
"140103","Dejavnosti upravnih enot","874564",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","874564",""
"6235","Upravna enota Piran","910297",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","910297",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","910297",""
"140103","Dejavnosti upravnih enot","910297",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","910297",""
"6236","Upravna enota Postojna","1019347",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1019347",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1019347",""
"140103","Dejavnosti upravnih enot","1019347",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1019347",""
"6237","Upravna enota Ptuj","2450933",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2450933",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2450933",""
"140103","Dejavnosti upravnih enot","2450933",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2450933",""
"6238","Upravna enota Radlje ob Dravi","713996",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","713996",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","713996",""
"140103","Dejavnosti upravnih enot","713996",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","713996",""
"6239","Upravna enota Radovljica","1414306",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1414306",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1414306",""
"140103","Dejavnosti upravnih enot","1414306",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1414306",""
"6240","Upravna enota Ravne na Koroškem","1033073",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1033073",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1033073",""
"140103","Dejavnosti upravnih enot","1033073",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1033073",""
"6241","Upravna enota Ribnica","677806",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","677806",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","677806",""
"140103","Dejavnosti upravnih enot","677806",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","677806",""
"6242","Upravna enota Ruše","865966",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","865966",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","865966",""
"140103","Dejavnosti upravnih enot","865966",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","865966",""
"6243","Upravna enota Sevnica","837168",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","837168",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","837168",""
"140103","Dejavnosti upravnih enot","837168",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","837168",""
"6244","Upravna enota Sežana","1196699",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1196699",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1196699",""
"140103","Dejavnosti upravnih enot","1196699",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1196699",""
"6245","Upravna enota Slovenj Gradec","950739",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","950739",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","950739",""
"140103","Dejavnosti upravnih enot","950739",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","950739",""
"6246","Upravna enota Slovenska Bistrica","1160520",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1160520",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1160520",""
"140103","Dejavnosti upravnih enot","1160520",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1160520",""
"6247","Upravna enota Slovenske Konjice","906953",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","906953",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","906953",""
"140103","Dejavnosti upravnih enot","906953",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","906953",""
"6248","Upravna enota Šentjur pri Celju","804002",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","804002",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","804002",""
"140103","Dejavnosti upravnih enot","804002",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","804002",""
"6249","Upravna enota Škofja Loka","1453601",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1453601",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1453601",""
"140103","Dejavnosti upravnih enot","1453601",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1453601",""
"6250","Upravna enota Šmarje pri Jelšah","1588601",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1588601",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1588601",""
"140103","Dejavnosti upravnih enot","1588601",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1588601",""
"6251","Upravna enota Tolmin","1016425",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1016425",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1016425",""
"140103","Dejavnosti upravnih enot","1016425",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1016425",""
"6252","Upravna enota Trbovlje","856902",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","856902",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","856902",""
"140103","Dejavnosti upravnih enot","856902",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","856902",""
"6253","Upravna enota Trebnje","866728",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","866728",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","866728",""
"140103","Dejavnosti upravnih enot","866728",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","866728",""
"6254","Upravna enota Tržič","892601",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","892601",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","892601",""
"140103","Dejavnosti upravnih enot","892601",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","892601",""
"6255","Upravna enota Velenje","1586197",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1586197",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1586197",""
"140103","Dejavnosti upravnih enot","1586197",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1586197",""
"6256","Upravna enota Vrhnika","848104",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","848104",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","848104",""
"140103","Dejavnosti upravnih enot","848104",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","848104",""
"6257","Upravna enota Zagorje ob Savi","663927",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","663927",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","663927",""
"140103","Dejavnosti upravnih enot","663927",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","663927",""
"6258","Upravna enota Žalec","1492559",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1492559",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1492559",""
"140103","Dejavnosti upravnih enot","1492559",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1492559",""
"3","PRAVOSODNI PRORAČUNSKI UPORABNIKI","201834067",""
"41","VRHOVNO SODIŠČE RS","13437442",""
"4111","Vrhovno sodišče RS","13157523",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","13157523",""
"1501","Pravosodje","13157523",""
"150101","Dejavnosti sodišč","13157523",""
"15010102","Centralna pravosodna knjižnica","94478",""
"15010103","Informatizacija sodišč","4340648",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4440672",""
"15010105","Podporne dejavnosti in administracija","2682573",""
"15010106","Posebni programi in programi za reševanje sodnih zaostankov","1599152",""
"4112","Sodni svet RS","279919",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","279919",""
"1501","Pravosodje","279919",""
"150101","Dejavnosti sodišč","279919",""
"15010105","Podporne dejavnosti in administracija","279919",""
"42","VIŠJA IN OKROŽNA SODIŠČA","150523342",""
"4211","Višje sodišče Celje","2214088",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","2214088",""
"1501","Pravosodje","2214088",""
"150101","Dejavnosti sodišč","2214088",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1631570",""
"15010105","Podporne dejavnosti in administracija","582518",""
"4212","Višje sodišče Koper","2173816",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","2173816",""
"1501","Pravosodje","2173816",""
"150101","Dejavnosti sodišč","2173816",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1515799",""
"15010105","Podporne dejavnosti in administracija","658017",""
"4213","Višje sodišče Ljubljana","7913775",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7913775",""
"1501","Pravosodje","7913775",""
"150101","Dejavnosti sodišč","7876775",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","6175345",""
"15010105","Podporne dejavnosti in administracija","1701430",""
"150105","Alternativno reševanje pravosodnih sporov","37000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","37000",""
"4214","Višje sodišče Maribor","4169686",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4169686",""
"1501","Pravosodje","4169686",""
"150101","Dejavnosti sodišč","4167186",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2999639",""
"15010105","Podporne dejavnosti in administracija","1167547",""
"150105","Alternativno reševanje pravosodnih sporov","2500",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","2500",""
"4215","Okrožno sodišče v Celju","17350356",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","17350356",""
"1501","Pravosodje","17350356",""
"150101","Dejavnosti sodišč","17207356",""
"15010101","Brezplačna pravna pomoč","1124684",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","14846526",""
"15010105","Podporne dejavnosti in administracija","1236146",""
"150105","Alternativno reševanje pravosodnih sporov","143000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","143000",""
"4216","Okrožno sodišče v Kopru","10651682",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","10651682",""
"1501","Pravosodje","10651682",""
"150101","Dejavnosti sodišč","10623682",""
"15010101","Brezplačna pravna pomoč","409427",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","9115381",""
"15010105","Podporne dejavnosti in administracija","1098874",""
"150105","Alternativno reševanje pravosodnih sporov","28000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","28000",""
"4217","Okrožno sodišče v Kranju","9517542",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","9517542",""
"1501","Pravosodje","9517542",""
"150101","Dejavnosti sodišč","9499542",""
"15010101","Brezplačna pravna pomoč","523578",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","8191096",""
"15010105","Podporne dejavnosti in administracija","784868",""
"150105","Alternativno reševanje pravosodnih sporov","18000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","18000",""
"4218","Okrožno sodišče v Ljubljani","25957192",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","25957192",""
"1501","Pravosodje","25957192",""
"150101","Dejavnosti sodišč","25836192",""
"15010101","Brezplačna pravna pomoč","1518765",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","21485164",""
"15010105","Podporne dejavnosti in administracija","2832263",""
"150105","Alternativno reševanje pravosodnih sporov","121000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","121000",""
"4219","Okrožno sodišče v Mariboru","15838227",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","15838227",""
"1501","Pravosodje","15838227",""
"150101","Dejavnosti sodišč","15778227",""
"15010101","Brezplačna pravna pomoč","762036",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","13491299",""
"15010105","Podporne dejavnosti in administracija","1524892",""
"150105","Alternativno reševanje pravosodnih sporov","60000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","60000",""
"4220","Okrožno sodišče v Murski Soboti","8104738",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","8104738",""
"1501","Pravosodje","8104738",""
"150101","Dejavnosti sodišč","8091738",""
"15010101","Brezplačna pravna pomoč","363605",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","6862929",""
"15010105","Podporne dejavnosti in administracija","865204",""
"150105","Alternativno reševanje pravosodnih sporov","13000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","13000",""
"4221","Okrožno sodišče v Novi Gorici","6682088",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","6682088",""
"1501","Pravosodje","6682088",""
"150101","Dejavnosti sodišč","6663088",""
"15010101","Brezplačna pravna pomoč","199677",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5742748",""
"15010105","Podporne dejavnosti in administracija","720662",""
"150105","Alternativno reševanje pravosodnih sporov","19000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","19000",""
"4222","Okrožno sodišče v Novem mestu","5892012",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5892012",""
"1501","Pravosodje","5892012",""
"150101","Dejavnosti sodišč","5877012",""
"15010101","Brezplačna pravna pomoč","245167",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","5022962",""
"15010105","Podporne dejavnosti in administracija","608883",""
"150105","Alternativno reševanje pravosodnih sporov","15000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","15000",""
"4223","Okrožno sodišče v Krškem","4861208",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4861208",""
"1501","Pravosodje","4861208",""
"150101","Dejavnosti sodišč","4852208",""
"15010101","Brezplačna pravna pomoč","306058",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3914370",""
"15010105","Podporne dejavnosti in administracija","631780",""
"150105","Alternativno reševanje pravosodnih sporov","9000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","9000",""
"4224","Okrožno sodišče na Ptuju","5526012",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5526012",""
"1501","Pravosodje","5526012",""
"150101","Dejavnosti sodišč","5478012",""
"15010101","Brezplačna pravna pomoč","297770",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","4603611",""
"15010105","Podporne dejavnosti in administracija","576631",""
"150105","Alternativno reševanje pravosodnih sporov","48000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","48000",""
"4225","Okrožno sodišče v Slovenj Gradcu","4004850",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4004850",""
"1501","Pravosodje","4004850",""
"150101","Dejavnosti sodišč","3981850",""
"15010101","Brezplačna pravna pomoč","273887",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3124554",""
"15010105","Podporne dejavnosti in administracija","583409",""
"150105","Alternativno reševanje pravosodnih sporov","23000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","23000",""
"4230","Okrajno sodišče v Ljubljani","19666070",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","19666070",""
"1501","Pravosodje","19666070",""
"150101","Dejavnosti sodišč","19657070",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","18109952",""
"15010105","Podporne dejavnosti in administracija","1547118",""
"150105","Alternativno reševanje pravosodnih sporov","9000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","9000",""
"44","TOŽILSTVA","18871639",""
"4411","Vrhovno državno tožilstvo RS","5216834",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","5216834",""
"1501","Pravosodje","5216834",""
"150102","Dejavnosti tožilstev in pravobranilstva","5216834",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","5216834",""
"4416","Okrožno državno tožilstvo v Celju","1545903",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1545903",""
"1501","Pravosodje","1545903",""
"150102","Dejavnosti tožilstev in pravobranilstva","1545903",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1545903",""
"4417","Okrožno državno tožilstvo v Kopru","1003632",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1003632",""
"1501","Pravosodje","1003632",""
"150102","Dejavnosti tožilstev in pravobranilstva","1003632",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1003632",""
"4418","Okrožno državno tožilstvo v Kranju","895450",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","895450",""
"1501","Pravosodje","895450",""
"150102","Dejavnosti tožilstev in pravobranilstva","895450",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","895450",""
"4419","Okrožno državno tožilstvo v Ljubljani","4214995",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","4214995",""
"1501","Pravosodje","4214995",""
"150102","Dejavnosti tožilstev in pravobranilstva","4214995",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","4214995",""
"4420","Okrožno državno tožilstvo v Mariboru","1614685",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1614685",""
"1501","Pravosodje","1614685",""
"150102","Dejavnosti tožilstev in pravobranilstva","1614685",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","1614685",""
"4421","Okrožno državno tožilstvo v Murski Soboti","826960",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","826960",""
"1501","Pravosodje","826960",""
"150102","Dejavnosti tožilstev in pravobranilstva","826960",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","826960",""
"4422","Okrožno državno tožilstvo v Novi Gorici","688577",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","688577",""
"1501","Pravosodje","688577",""
"150102","Dejavnosti tožilstev in pravobranilstva","688577",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","688577",""
"4423","Okrožno državno tožilstvo v Novem mestu","762609",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","762609",""
"1501","Pravosodje","762609",""
"150102","Dejavnosti tožilstev in pravobranilstva","762609",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","762609",""
"4424","Okrožno državno tožilstvo v Krškem","742626",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","742626",""
"1501","Pravosodje","742626",""
"150102","Dejavnosti tožilstev in pravobranilstva","742626",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","742626",""
"4425","Okrožno državno tožilstvo na Ptuju","749557",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","749557",""
"1501","Pravosodje","749557",""
"150102","Dejavnosti tožilstev in pravobranilstva","749557",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","749557",""
"4426","Okrožno državno tožilstvo v Slovenj Gradcu","609811",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","609811",""
"1501","Pravosodje","609811",""
"150102","Dejavnosti tožilstev in pravobranilstva","609811",""
"15010201","Vlaganje in zastopanje kazenskih obtožb oziroma pregon kaznivih dejan","609811",""
"454","DRŽAVNO PRAVOBRANILSTVO RS","7831409",""
"4514","Državno pravobranilstvo RS","7831409",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","7831409",""
"1501","Pravosodje","7831409",""
"150102","Dejavnosti tožilstev in pravobranilstva","6481409",""
"15010202","Zastopanje RS in vodenje predhodnih postopkov","6481409",""
"150104","Poprava krivic in odškodnine","1350000",""
"15010404","Izplačilo odškodnin","1350000",""
"46","UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE","3576505",""
"4611","Upravno sodišče Republike Slovenije","3576505",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3576505",""
"1501","Pravosodje","3576505",""
"150101","Dejavnosti sodišč","3576505",""
"15010101","Brezplačna pravna pomoč","57117",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","3215601",""
"15010105","Podporne dejavnosti in administracija","303787",""
"50","DELOVNA IN SOCIALNA SODIŠČA","7593730",""
"5011","Višje delovno in socialno sodišče","1486985",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1486985",""
"1501","Pravosodje","1486985",""
"150101","Dejavnosti sodišč","1486985",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","1362286",""
"15010105","Podporne dejavnosti in administracija","124699",""
"5012","Delovno sodišče v Celju","654406",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","654406",""
"1501","Pravosodje","654406",""
"150101","Dejavnosti sodišč","650406",""
"15010101","Brezplačna pravna pomoč","136802",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","462837",""
"15010105","Podporne dejavnosti in administracija","50767",""
"150105","Alternativno reševanje pravosodnih sporov","4000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","4000",""
"5013","Delovno sodišče v Kopru","556401",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","556401",""
"1501","Pravosodje","556401",""
"150101","Dejavnosti sodišč","545401",""
"15010101","Brezplačna pravna pomoč","62067",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","356702",""
"15010105","Podporne dejavnosti in administracija","126632",""
"150105","Alternativno reševanje pravosodnih sporov","11000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","11000",""
