"","A Bilanca odhodkov","9652121502",""
"10020201","Izplačevanje nadomestil preživnin","2395499",""
"10020202","Vključevanje družin, otrok in mladostnikov v programe NVO","450000",""
"10020203","Ozaveščanje ciljne populacije na področju družine, otrok in mladostnikov","53751",""
"10020204","Zagotavljanje strokovnih podlag za uvajanje novih ukrepov družinske politike","113069",""
"100203","Rejništvo","7711739",""
"10020302","Spodbujanje izvajanja kvalitetnega rejništva in promocije te dejavnosti","6455",""
"10020303","Usposabljanja za izvajanje rejniške dejavnosti","88870",""
"10020304","Zagotavljanje osnovne socialne varnosti otroku in rejniku v času trajanja rejništva","7616414",""
"1004","Dolgotrajna oskrba","4360407",""
"100401","Institucionalna dolgotrajna oskrba","3493098",""
"10040101","Izvajanje enovitega sistema dolgotrajne oskrbe","3493098",""
"100402","Dolgotrajna oskrba na domu","867309",""
"10040201","Izvajanje dolgotrajne oskrbe v neinstitucionalni obliki - pomoč na domu","867309",""
"1005","Varstvo obolelih","1602195",""
"100501","Bolniška nadomestila in drugi transferi obolelim","1602195",""
"10050101","Plačilo odškodnin po ZOPDA","1602195",""
"1006","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","14851416",""
"100601","Urejanje sistema, podporne dejavnosti in administracija na področju socialne varnosti","14851416",""
"10060102","Spremljanje in izvajanje storitev in programov socialnega varstva in razvojne dejavnosti na tem področju","615215",""
"10060103","Razvoj raziskovalne dejavnosti na področju programov, ki so namenjeni zdravstvenim in socialnovarstvenim storitvam za starejše","94001",""
"10060104","Podpora izvajanju zakona o socialnem varstvu","714363",""
"10060105","Zagotavljanje delovanja sistema izplačil po ZSDP in ZJSRS","1970214",""
"10060106","Zagotavljanje pogojev za delo ministrstva, izpolnjevanje predpisov in promocija ministrstva","6018048",""
"10060107","Zagotavljanje delovanja informacijskih sistemov","4908575",""
"10060108","Zagotavljanje pogojev za nemoteno izvajanje vojne zakonodaje","531000",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","1493778",""
"1202","Podpora nevladnih organizacij in civilne družbe","1493778",""
"120201","Podpora nevladnih organizacij in civilne družbe","1493778",""
"12020106","Zagotavljanje uresničevanja javnega interesa na področju vojne zakonodaje","1493778",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2044054",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2044054",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","2044054",""
"14030107","Sistem kohezijske politike","2044054",""
"2613","Inšpektorat RS za delo","5052077",""
"03","TRG DELA","5052077",""
"0303","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","5052077",""
"030301","Urejanje sistema, podporne dejavnosti in administracija na področju trga dela","5052077",""
"03030101","Lastna dejavnost IRSD","3500",""
"03030104","Zagotavljanje pogojev za delo, poslovanje in  realizacijo nalog v okviru pristojnosti ter pooblastil IRSD. Po ZID in ZIN ter ZP","5048577",""
"27","MINISTRSTVO ZA ZDRAVJE","78327086",""
"2711","Ministrstvo za zdravje","70365936",""
"11","ZDRAVSTVENO VARSTVO","69783911",""
"1101","Zdravstveno varstvo","57956089",""
"110101","Osnovno zdravstveno varstvo","1362810",""
"11010101","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na primarni ravni","1362810",""
"110102","Specialistično ambulantno in bolnišnično zdravstveno varstvo","29642977",""
"11010201","Zagotavljanje ustreznih prostorskih zmogljivosti in opreme za delovanje mreže javne zdravstvene službe na specialistično ambulantni in bolnišnični ravni","29642977",""
"110104","Oskrba z zdravili in medicinskimi pripomočki","1939693",""
"11010401","Priprava in spremljanje učinkovitosti zdravljenja bolnikov na podlagi nacionalnih protokolov","1939693",""
"110105","Programi javnega zdravja in drugi programi na področju zdravstva","14347164",""
"11010501","Delovanje IVZ in zavodov za zdravstveno varstvo ter KIMPDŠ v okviru javne službe","7995612",""
"11010502","Drugi programi na področju zdravstva","2413568",""
"11010507","Varovanje in krepitev zdravja ter preprečevanja odvisnosti in zmanjševanje razlik v zdravju","2644386",""
"11010508","Zagotavljanje ekološke varnosti na področju zdravstva","1293598",""
"110106","Zdravstveno zavarovanje določenih kategorij prebivalstva","10663446",""
"11010602","Zagotavljanje zdravstvenega varstva nezavarovanim in socialno ogroženim","10663446",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","11827822",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","11827822",""
"11020101","Vodenje zdravstvenega sistema, načrtovanje politike in sistemska ureditev zdravstvenega varstva in zdravstvene dejavnosti","10780544",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","1047278",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","424687",""
"1303","Zunanja politika","424687",""
"130303","Razvojno sodelovanje in humanitarna pomoč","424687",""
"13030315","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti.","424687",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","157338",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","157338",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","157338",""
"14030107","Sistem kohezijske politike","157338",""
"2713","Zdravstveni inšpektorat RS","5813788",""
"11","ZDRAVSTVENO VARSTVO","5813788",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5813788",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","5813788",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","5813788",""
"2715","Urad RS za kemikalije","1721768",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","51031",""
"0904","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","51031",""
"090401","Urejanje sistema, podporne dejavnosti in administracija na področju okoljske in prostorske politike","51031",""
"09040115","Zagotavljanje kemijske varnosti","51031",""
"11","ZDRAVSTVENO VARSTVO","1670737",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1670737",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","1670737",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","1670737",""
"2717","Uprava RS za varstvo pred sevanji","425593",""
"11","ZDRAVSTVENO VARSTVO","425593",""
"1102","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","425593",""
"110201","Urejanje sistema, podporne dejavnosti in administracija na področju zdravstvenega varstva","425593",""
"11020103","Izvajanje upravnih nalog, izvajanje aktivnosti in postopkov inšpekcijskega nadzora in ostalih oblik nadzora","425593",""
"31","MINISTRSTVO ZA JAVNO UPRAVO","52476377",""
"3111","Ministrstvo za javno upravo","52030839",""
"04","IZOBRAŽEVANJE IN ŠPORT","473705",""
"0401","Formalno izobraževanje in usposabljanje","473705",""
"040106","Štipendije","473705",""
"04010603","Štipendiranje","473705",""
"12","INSTITUCIJE POLITIČNEGA SISTEMA IN CIVILNE DRUŽBE","3100680",""
"1202","Podpora nevladnih organizacij in civilne družbe","3100680",""
"120201","Podpora nevladnih organizacij in civilne družbe","3100680",""
"12020104","Krepitev NVO","3100680",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1494250",""
"1302","Notranje zadeve in nacionalna varnost","1494250",""
"130201","Temeljne naloge policije","1494250",""
"13020102","Temeljna policijska dejavnost","1494250",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","46962204",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","40692584",""
"140101","E-upravljanje, informacijsko-komunikacijska infrastruktura in boljši predpisi","27637033",""
"14010101","Zagotavljanje delovanja informacijske in komunikacijske infrastrukture ter razvoj E-uprave","23565000",""
"14010102","Aktivnosti na področju JU","686753",""
"14010103","Mednarodni razvojni projekti","307097",""
"14010104","Projekti ESS","3078182",""
"140102","Ravnanje s stvarnim premoženjem","13055551",""
"14010201","Ravnanje s stvarnim premoženjem","576420",""
"14010202","Upravljanje s stanovanjskim fondom in počitniškimi enotami","1222993",""
"14010203","Zagotavljanje prostorskih in drugih pogojev za delo državnih organov","11256138",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","6269621",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","6269621",""
"14030107","Sistem kohezijske politike","295130",""
"14030111","Delovanje uradniškega sveta in komisije za pritožbe","10728",""
"14030113","Podporne dejavnosti in administracija MJU","5703084",""
"14030114","Usposabljanja in izpiti","260678",""
"3112","Inšpektorat za javno upravo","445538",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","445538",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","445538",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","445538",""
"14030112","Inšpekcijski nadzor in izvrševanje odločb","445538",""
"32","MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN TEHNOLOGIJO","595811387",""
"3211","Ministrstvo za visoko šolstvo, znanost in tehnologijo","592082087",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","582251707",""
"0201","Visoko šolstvo","302891273",""
"020101","Visokošolsko izobraževanje","266859039",""
"02010102","Spodbujanje kakovosti, konkurenčnosti in odzivnosti VŠ","1585462",""
"02010103","Sofinanciranje Evrosredozemske univerze","500000",""
"02010104","Sofinanciranje rednega študija javnih in koncesioniranih študijskih programov ter nacionalno pomembnih nalog","264773577",""
"020102","Visokošolska infrastruktura","29953922",""
"02010201","Investicije v visoko šolstvo in študentske domove","25479722",""
"02010203","Sofinanciranje Doma podiplomcev","92000",""
"02010205","Visokošolske knjižnice","4382200",""
"020103","Mobilnost in internacionalizacija visokega šolstva","6078312",""
"02010301","Izvajanje Operativnega programa razvoja človeških virov","5333334",""
"02010302","Mednarodna dejavnost in mobilnost v visokem šolstvu","744978",""
"0202","Znanstveno - raziskovalna dejavnost","223076450",""
"020201","Raziskovalni programi in projekti","121724655",""
"02020103","Sofinanciranje raziskovalnih programov in projektov","121724655",""
"020202","Človeški viri v podporo znanosti, visokega šolstva in tehnološkega razvoja","45404974",""
"02020202","Znanje za razvoj","45404974",""
"020203","Raziskovalna infrastruktura","55946821",""
"02020301","Infrastrukturna podpora raziskovalni dejavnosti","51181570",""
"02020302","Investicije v raziskovalno dejavnost","4765251",""
"0203","Tehnologija in informacijska družba","51207880",""
"020301","Podpora tehnološkim razvojnim projektom","32300772",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","32300772",""
"020302","Informacijska družba","10641588",""
"02030202","Dvig kakovosti življenja in socialne vključenosti z inovativno in intenzivno uporabo IKT","1193616",""
"02030203","Spodbujanje raziskav in razvoja na področju IKT","3221095",""
"02030204","Razvoj nacionalnega informacijskega prostora","6226876",""
"020303","Elektronske komunikacije","8265520",""
"02030301","Gradnja odprtih širokopasovnih omrežij","7375017",""
"02030303","Usklajevanje zakonodaje z EU","390503",""
"02030304","Usmerjanje prehoda na digitalno radiodifuzijo","500000",""
"0204","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno - raziskovalne in tehnološke politike ter informacijske družbe","5076104",""
"020401","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno-raziskovalne in tehnološke politike ter informacijske družbe","5076104",""
"02040102","Programi Organizacije Združenih narodov za izobraževanje, znanost in kulturo - UNESCO","236472",""
"02040103","Dejavnosti s področja meroslovja","162452",""
"02040104","Informacijska podporna dejavnost","600000",""
"02040105","Urejanje sistema ter izvajanje strokovnih in administrativnih nalog","4077180",""
"04","IZOBRAŽEVANJE IN ŠPORT","5201316",""
"0401","Formalno izobraževanje in usposabljanje","5201316",""
"040107","Pomoči šolajočim","5201316",""
"04010702","Pomoči v visokem šolstvu","5201316",""
"05","KULTURA","1648208",""
"0501","Kultura","1648208",""
"050101","Programi v kulturi in mediji","1648208",""
"05010108","Skrb za slovenščino","1648208",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1782606",""
"1303","Zunanja politika","1782606",""
"130303","Razvojno sodelovanje in humanitarna pomoč","1782606",""
"13030317","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","1782606",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1198250",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1198250",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1198250",""
"14030107","Sistem kohezijske politike","1198250",""
"3212","Urad za meroslovje","3446859",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","3446859",""
"0202","Znanstveno - raziskovalna dejavnost","641878",""
"020203","Raziskovalna infrastruktura","641878",""
"02020303","Nabava merilne opreme za potrebe meroslovne infrastrukture v RS","641878",""
"0204","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno - raziskovalne in tehnološke politike ter informacijske družbe","2804981",""
"020401","Urejanje sistema, podporne dejavnosti in administracija na področju visokega šolstva, znanstveno-raziskovalne in tehnološke politike ter informacijske družbe","2804981",""
"02040103","Dejavnosti s področja meroslovja","955668",""
"02040105","Urejanje sistema ter izvajanje strokovnih in administrativnih nalog","1849313",""
"3214","Inšpektorat RS za elektronske komunikacije, elektronsko podpisovanje in pošto","282441",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","282441",""
"0203","Tehnologija in informacijska družba","282441",""
"020303","Elektronske komunikacije","282441",""
"02030302","Inšpekcijski nadzor s področja elektronskih komunikacij, elektronskega podpisa in pošte","282441",""
"33","MINISTRSTVO ZA ŠOLSTVO IN ŠPORT","1300597993",""
"3311","Ministrstvo za šolstvo in šport","1294146954",""
"03","TRG DELA","2758641",""
"0301","Aktivna politika zaposlovanja","2758641",""
"030101","Svetovanje in pomoč pri iskanju zaposlitve","2758641",""
"03010102","Dejavnost svetovanja in pomoč pri iskanju zaposlitve","2758641",""
"04","IZOBRAŽEVANJE IN ŠPORT","1289842040",""
"0401","Formalno izobraževanje in usposabljanje","1220883397",""
"040101","Predšolska vzgoja","23604711",""
"04010101","Dejavnost vrtcev","23604711",""
"040102","Osnovno šolstvo","774013545",""
"04010201","Dejavnost glasbenega šolstva","47124640",""
"04010202","Dejavnost osnovnega šolstva","695013822",""
"04010203","Dejavnost zavodov za usposabljanje","31875084",""
"040103","Srednje splošno in poklicno šolstvo","340172543",""
"04010302","Dejavnost dijaških domov","13064311",""
"04010303","Dejavnost srednjega šolstva (splošnega, strokovnega in poklicnega)","327108232",""
"040104","Višješolsko izobraževanje","18825724",""
"04010402","Dejavnost višjega šolstva","18825724",""
"040105","Izobraževanje odraslih","13080738",""
"04010501","Dejavnost izobraževanja odraslih","13080738",""
"040106","Štipendije","10571",""
"04010604","Štipendiranje","10571",""
"040107","Pomoči šolajočim","51175564",""
"04010703","Pomoči v osnovnem šolstvu","19356582",""
"04010704","Pomoči v srednjem šolstvu","31744000",""
"04010705","Pomoči v višjem šolstvu","74982",""
"0402","Šport","33338656",""
"040201","Programi športa","33338656",""
"04020101","Izvajanje programov športa","33338656",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","35619988",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","35619988",""
"04030102","Dejavnost MŠŠ - urejanje, podpora, administracija","35619988",""
"05","KULTURA","443000",""
"0501","Kultura","443000",""
"050102","Ohranjanje kulturne dediščine","443000",""
"05010202","Nepremična in premična dediščina","443000",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1103273",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","21410",""
"140104","Lokalna samouprava","21410",""
"14010401","Investicije v občinah","21410",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1081863",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","1081863",""
"14030107","Sistem kohezijske politike","1081863",""
"3313","Urad RS za mladino","5559494",""
"04","IZOBRAŽEVANJE IN ŠPORT","5559494",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","5559494",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","5559494",""
"04030103","Dejavnost Urada RS za mladino","5559494",""
"3314","Inšpektorat RS za šolstvo in šport","891545",""
"04","IZOBRAŽEVANJE IN ŠPORT","891545",""
"0403","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","891545",""
"040301","Urejanje sistema, podporne dejavnosti in administracija na področju izobraževanja in športa","891545",""
"04030101","Dejavnost inšpektorata RS za šolstvo in šport","891545",""
"35","MINISTRSTVO ZA KULTURO","198588006",""
"3511","Ministrstvo za kulturo","194748001",""
"01","PODJETNIŠTVO IN KONKURENČNOST","56618",""
"0103","Spodbujanje konkurenčnosti na regionalni ravni","56618",""
"010301","Razvoj regij","56618",""
"01030103","Regionalni razvoj","56618",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","975507",""
"0202","Znanstveno - raziskovalna dejavnost","97716",""
"020201","Raziskovalni programi in projekti","97716",""
"02020108","Raziskovalni programi in projekti v kulturi","97716",""
"0203","Tehnologija in informacijska družba","877791",""
"020302","Informacijska družba","877791",""
"02030205","Dvig kakovosti življenja z IKT s spodbujanjem razvoja e-storitev in dostopnostjo e-vsebin še posebej na kulturnem in izobraževalnem področju ter povečanjem digitalne pismenosti prebivalstva, znanj  in zagotavljanjem e-vključenosti vseh družbenih skup","877791",""
"03","TRG DELA","178615",""
"0301","Aktivna politika zaposlovanja","178615",""
"030102","Usposabljanje in izobraževanje","178615",""
"03010202","usposabljanje in izobraževanje specifičnih poklicnih skupin na področju kulture","178615",""
"04","IZOBRAŽEVANJE IN ŠPORT","657193",""
"0401","Formalno izobraževanje in usposabljanje","657193",""
"040106","Štipendije","657193",""
"04010605","Štipendiranje","657193",""
"05","KULTURA","192189190",""
"0501","Kultura","186512622",""
"050101","Programi v kulturi in mediji","121578664",""
"05010101","Investicije na področju kulture","12477140",""
"05010102","Kulturni programi posebnih skupin","2678820",""
"05010103","Mediji in AV kultura","12237699",""
"05010104","Mednarodno sodelovanje","1255650",""
"05010105","Slovenski jezik, založništvo in knjižničarstvo","16952602",""
"05010106","Socialne pravice in nagrade","5094721",""
"05010107","Umetniški programi","70882033",""
"050102","Ohranjanje kulturne dediščine","64933957",""
"05010203","Arhivska dejavnost","4220094",""
"05010204","Nepremična in premična dediščina","60713863",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","5676568",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","5676568",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","5676568",""
"10","SOCIALNA VARNOST","400000",""
"1001","Socialno varstvo","400000",""
"100101","Socialne pomoči, varstveni dodatki in drugi transferi za zagotavljanje socialne varnosti","400000",""
"10010103","Zagotavljanje varstva kulturnih delavcev","400000",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","290878",""
"1403","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","290878",""
"140301","Urejanje sistema, podporne dejavnosti in administracija na področju upravljanja sistemov javne uprave","290878",""
"14030107","Sistem kohezijske politike","290878",""
"3513","Arhiv Republike Slovenije","3505798",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","7506",""
"0203","Tehnologija in informacijska družba","7506",""
"020302","Informacijska družba","7506",""
"02030207","Arhivska dejavnost","7506",""
"05","KULTURA","3498292",""
"0501","Kultura","3386190",""
"050102","Ohranjanje kulturne dediščine","3386190",""
"05010203","Arhivska dejavnost","3386190",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","112102",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","112102",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","112102",""
"3514","Inšpektorat RS za kulturo in medije","334207",""
"05","KULTURA","334207",""
"0502","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","334207",""
"050201","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","334207",""
"05020101","Urejanje sistema, podporne dejavnosti in administracija na področju kulture","334207",""
"62","UPRAVNE ENOTE","79792433",""
"6201","Upravna enota Ajdovščina","1114512",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1114512",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1114512",""
"140103","Dejavnosti upravnih enot","1114512",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1114512",""
"6202","Upravna enota Brežice","1226172",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1226172",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1226172",""
"140103","Dejavnosti upravnih enot","1226172",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1226172",""
"6203","Upravna enota Celje","2857925",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2857925",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2857925",""
"140103","Dejavnosti upravnih enot","2857925",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2857925",""
"6204","Upravna enota Cerknica","912165",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","912165",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","912165",""
"140103","Dejavnosti upravnih enot","912165",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","912165",""
"6205","Upravna enota Črnomelj","866023",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","866023",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","866023",""
"140103","Dejavnosti upravnih enot","866023",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","866023",""
"6206","Upravna enota Domžale","1703174",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1703174",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1703174",""
"140103","Dejavnosti upravnih enot","1703174",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1703174",""
"6207","Upravna enota Dravograd","560332",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","560332",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","560332",""
"140103","Dejavnosti upravnih enot","560332",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","560332",""
"6208","Upravna enota Gornja Radgona","1006446",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1006446",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1006446",""
"140103","Dejavnosti upravnih enot","1006446",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1006446",""
"6209","Upravna enota Grosuplje","1133042",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1133042",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1133042",""
"140103","Dejavnosti upravnih enot","1133042",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1133042",""
"6210","Upravna enota Hrastnik","585862",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","585862",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","585862",""
"140103","Dejavnosti upravnih enot","585862",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","585862",""
"6211","Upravna enota Idrija","773610",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","773610",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","773610",""
"140103","Dejavnosti upravnih enot","773610",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","773610",""
"6212","Upravna enota Ilirska Bistrica","833838",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","833838",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","833838",""
"140103","Dejavnosti upravnih enot","833838",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","833838",""
"6213","Upravna enota Izola","837823",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","837823",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","837823",""
"140103","Dejavnosti upravnih enot","837823",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","837823",""
"6214","Upravna enota Jesenice","1167548",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1167548",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1167548",""
"140103","Dejavnosti upravnih enot","1167548",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1167548",""
"6215","Upravna enota Kamnik","1169598",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1169598",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1169598",""
"140103","Dejavnosti upravnih enot","1169598",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1169598",""
"6216","Upravna enota Kočevje","835180",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","835180",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","835180",""
"140103","Dejavnosti upravnih enot","835180",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","835180",""
"6217","Upravna enota Koper","1727669",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1727669",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1727669",""
"140103","Dejavnosti upravnih enot","1727669",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1727669",""
"6218","Upravna enota Kranj","2758833",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","2758833",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","2758833",""
"140103","Dejavnosti upravnih enot","2758833",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","2758833",""
"6219","Upravna enota Krško","1331591",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","1331591",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","1331591",""
"140103","Dejavnosti upravnih enot","1331591",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","1331591",""
"6220","Upravna enota Laško","851749",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","851749",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","851749",""
"140103","Dejavnosti upravnih enot","851749",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","851749",""
"6221","Upravna enota Lenart","703495",""
"14","UPRAVLJANJE SISTEMOV JAVNE UPRAVE","703495",""
"1401","Upravljanje sistemov javne uprave na državni in lokalni ravni","703495",""
"140103","Dejavnosti upravnih enot","703495",""
"14010301","Odločanje na 1. stopnji o upravnih zadevah iz državne pristojnosti","703495",""
"6222","Upravna enota Lendava","1089461",""
